source,destiny,weight
edmontonsun,sun-sentinel,1
edmontonsun,thedailybeast,1
edmontonsun,tampabay,1
edmontonsun,foxnews,1
edmontonsun,dailymail,3
edmontonsun,bbc,1
edmontonsun,thesun,1
workers,digg,120
workers,ynetnews,1
workers,npr,1
workers,chicagotribune,1
workers,theguardian,1
jsonline,usatoday,63
jsonline,nytimes,1
jsonline,ohio,1
jsonline,freep,4
jsonline,kfor,1
jsonline,foxnews,1
jsonline,washingtonpost,1
jsonline,brookings,2
tallahassee,usatoday,109
tallahassee,nbcnews,1
psmag,latimes,12
psmag,sfexaminer,1
psmag,newsday,1
psmag,staradvertiser,1
psmag,washingtonpost,30
psmag,cnbc,1
psmag,greentechmedia,2
psmag,vox,9
psmag,cnn,11
psmag,theatlantic,5
psmag,npr,8
psmag,chicagotribune,2
psmag,nytimes,33
psmag,mercurynews,1
psmag,forbes,1
psmag,slate,1
psmag,hcn,1
psmag,newsweek,1
psmag,newstatesman,1
psmag,reason,1
psmag,washingtontimes,1
psmag,huffpost,3
psmag,nbcnews,3
psmag,hrw,1
psmag,foxnews,4
psmag,sfchronicle,3
psmag,motherjones,1
psmag,cbsnews,3
psmag,whitehouse,6
psmag,time,1
psmag,cbc,1
psmag,adn,1
psmag,aljazeera,1
psmag,wsj,2
psmag,dailynews,1
psmag,mashable,1
psmag,oregonlive,1
psmag,freep,1
psmag,bbc,1
psmag,theguardian,3
psmag,mongabay,1
psmag,nypost,1
psmag,smh,1
lohud,usatoday,199
lohud,democratandchronicle,28
lohud,northjersey,21
lohud,jsonline,2
lohud,cnn,2
lohud,nj,1
lohud,washingtonpost,1
lohud,delawareonline,1
lohud,nydailynews,1
lohud,nytimes,3
lohud,ydr,7
lohud,bbc,1
lohud,theguardian,1
nationofchange,democracynow,260
nationofchange,truthdig,248
nationofchange,inthesetimes,240
nationofchange,dispatch,2
nationofchange,theguardian,50
nationofchange,washingtonpost,45
nationofchange,npr,17
nationofchange,theatlantic,11
nationofchange,nytimes,83
nationofchange,thinkprogress,2
nationofchange,denverpost,2
nationofchange,whitehouse,2
nationofchange,wsj,11
nationofchange,commondreams,14
nationofchange,desmogblog,47
nationofchange,forbes,13
nationofchange,latimes,4
nationofchange,fivethirtyeight,2
nationofchange,vox,13
nationofchange,cnn,28
nationofchange,psmag,3
nationofchange,opednews,6
nationofchange,cnbc,9
nationofchange,post-gazette,6
nationofchange,brookings,5
nationofchange,thetrace,2
nationofchange,washingtonexaminer,2
nationofchange,juancole,10
nationofchange,foxnews,6
nationofchange,theintercept,6
nationofchange,globalnews,2
nationofchange,motherjones,2
nationofchange,time,2
nationofchange,truthout,6
nationofchange,popularresistance,20
nationofchange,newsweek,3
nationofchange,japantoday,2
nationofchange,bbc,17
nationofchange,prwatch,4
nationofchange,huffpost,5
nationofchange,aljazeera,6
nationofchange,salon,4
nationofchange,texasobserver,2
nationofchange,alternet,2
nationofchange,billingsgazette,2
nationofchange,nbcnews,5
nationofchange,antiwar,6
nationofchange,newyorker,4
nationofchange,pennlive,2
nationofchange,theamericanconservative,2
nationofchange,pbs,2
nationofchange,independent,3
nationofchange,hrw,2
nationofchange,harpers,2
nationofchange,usatoday,5
nationofchange,cincinnati,4
nationofchange,courier-journal,2
nationofchange,insideclimatenews,3
nationofchange,freedomhouse,2
nationofchange,thenation,4
nationofchange,rollingstone,2
nationofchange,mprnews,2
nationofchange,cbsnews,2
nationofchange,realclearpolitics,2
nationofchange,commoncause,2
nationofchange,elpais,1
nationofchange,nydailynews,2
nationofchange,americansforprosperity,4
nationofchange,fightforthefuture,1
nationofchange,alaraby,1
nationofchange,reason,1
nationofchange,americanprogress,4
nationofchange,courant,1
nationofchange,indystar,1
nationofchange,pressherald,1
nationofchange,fortune,1
nationofchange,mashable,1
nationofchange,realcleardefense,1
nationofchange,thedailybeast,2
nationofchange,nypost,1
nationofchange,mediamatters,1
engadget,aol,120
engadget,thenextweb,2
engadget,techcrunch,6
engadget,cnbc,5
engadget,npr,2
engadget,nytimes,6
engadget,washingtonpost,1
engadget,sfgate,2
engadget,latimes,2
engadget,sfchronicle,2
engadget,theguardian,3
engadget,thedailybeast,2
engadget,theverge,3
engadget,ndtv,1
engadget,wsj,1
engadget,bbc,2
engadget,nbcnews,1
nypost,theatlantic,1
nypost,theweek,1
nypost,nationalreview,1
nypost,timesunion,1
nypost,hollywoodreporter,1
nypost,washingtonpost,2
nypost,foxnews,6
nypost,nytimes,3
nypost,seattletimes,1
nypost,bbc,2
nypost,nbcnews,2
nypost,mediaite,1
nypost,thesun,12
nypost,kfor,1
nypost,newsday,1
aranews,kurdistan24,2
aranews,forbes,2
nationalcenter,hollywoodreporter,3
nationalcenter,foxnews,1
nationalcenter,townhall,1
nationalcenter,lifenews,2
nationalcenter,dailysignal,1
nationalcenter,washingtonpost,3
nationalcenter,washingtonexaminer,2
nationalcenter,thefederalist,2
nationalcenter,latimes,1
nationalcenter,westernfreepress,1
nationalcenter,wsj,1
nationalcenter,2ndvote,1
nationalcenter,mercurynews,1
ocregister,dailynews,4
ocregister,sbsun,1
ocregister,pe,10
progressivearmy,pastemagazine,24
progressivearmy,washingtonpost,92
progressivearmy,nytimes,70
progressivearmy,reason,8
progressivearmy,rollingstone,12
progressivearmy,vox,50
progressivearmy,theintercept,48
progressivearmy,npr,8
progressivearmy,cnn,146
progressivearmy,foxnews,28
progressivearmy,nypost,4
progressivearmy,forbes,20
progressivearmy,cnbc,40
progressivearmy,theguardian,108
progressivearmy,latimes,20
progressivearmy,talkingpointsmemo,4
progressivearmy,time,12
progressivearmy,nymag,20
progressivearmy,currentaffairs,8
progressivearmy,techcrunch,4
progressivearmy,bbc,16
progressivearmy,splcenter,12
progressivearmy,ocregister,4
progressivearmy,theatlantic,24
progressivearmy,thenewcivilrightsmovement,8
progressivearmy,indystar,4
progressivearmy,realclearpolitics,20
progressivearmy,independent,32
progressivearmy,nbcnews,8
progressivearmy,slate,16
progressivearmy,newyorker,10
progressivearmy,nydailynews,4
progressivearmy,cleantechnica,4
progressivearmy,cbsnews,16
progressivearmy,uproxx,4
progressivearmy,chicagotribune,4
progressivearmy,huffpost,28
progressivearmy,socialistworker,4
progressivearmy,thenation,16
progressivearmy,alternet,4
progressivearmy,firstpost,4
progressivearmy,usatoday,16
progressivearmy,mediaite,4
progressivearmy,courier-journal,4
progressivearmy,inthesetimes,4
progressivearmy,salon,8
progressivearmy,observer,4
progressivearmy,macleans,4
progressivearmy,whitehouse,4
progressivearmy,dailymail,4
progressivearmy,bostonglobe,4
progressivearmy,engadget,4
progressivearmy,truthout,8
progressivearmy,oregonlive,4
progressivearmy,thedailybeast,12
progressivearmy,dailykos,4
progressivearmy,theverge,4
progressivearmy,hrw,4
progressivearmy,mediamatters,4
progressivearmy,fivethirtyeight,12
progressivearmy,inews,4
progressivearmy,telegraph,4
progressivearmy,pbs,4
progressivearmy,fortune,4
progressivearmy,mashable,4
progressivearmy,baltimoresun,4
progressivearmy,washingtonexaminer,4
progressivearmy,grist,4
progressivearmy,theweek,8
progressivearmy,vanityfair,4
progressivearmy,naacp,4
prospectmagazine,independent,1
citizen-times,usatoday,238
citizen-times,cincinnati,2
citizen-times,washingtonpost,3
citizen-times,dallasnews,1
citizen-times,jsonline,2
citizen-times,dailymail,1
citizen-times,nytimes,1
dailytelegraph,news,14
dailytelegraph,adelaidenow,6
dailytelegraph,heraldsun,6
dailytelegraph,couriermail,6
dailytelegraph,theaustralian,6
thenewamerican,nytimes,26
thenewamerican,realclearpolitics,12
thenewamerican,latimes,5
thenewamerican,nydailynews,2
thenewamerican,nymag,2
thenewamerican,cbsnews,3
thenewamerican,cnn,12
thenewamerican,antiwar,2
thenewamerican,lifenews,5
thenewamerican,dailymail,2
thenewamerican,theatlantic,4
thenewamerican,foxnews,6
thenewamerican,orlandosentinel,3
thenewamerican,baltimoresun,1
thenewamerican,washingtonpost,5
thenewamerican,lifesitenews,1
thenewamerican,newsweek,3
thenewamerican,dailycaller,2
thenewamerican,splcenter,2
thenewamerican,numbersusa,1
thenewamerican,ajc,2
thenewamerican,npr,1
thenewamerican,omaha,1
thenewamerican,slate,1
thenewamerican,washingtontimes,2
thenewamerican,huffpost,1
thenewamerican,thenation,1
thenewamerican,thefederalist,2
thenewamerican,morningconsult,2
thenewamerican,powerlineblog,1
thenewamerican,thedailybeast,1
thenewamerican,nationalreview,1
thenewamerican,washingtonexaminer,1
thenewamerican,americanthinker,1
thenewamerican,forbes,1
thenewamerican,usatoday,1
thenewamerican,wsj,1
thenewamerican,rollingstone,1
thenewamerican,freebeacon,1
thenewamerican,whitehouse,1
thenewamerican,cnbc,1
thenewamerican,governing,1
thenewamerican,nbcnews,1
shadowproof,theintercept,15
shadowproof,thenation,4
shadowproof,nytimes,19
shadowproof,truthout,4
shadowproof,chicagotribune,8
shadowproof,nationofchange,1
shadowproof,huffpost,6
shadowproof,hrw,1
shadowproof,cnn,11
shadowproof,suntimes,2
shadowproof,washingtonpost,12
shadowproof,insidehighered,2
shadowproof,bostonglobe,1
shadowproof,wsj,2
shadowproof,freep,1
shadowproof,americanprogress,1
shadowproof,vox,3
shadowproof,npr,6
shadowproof,usatoday,1
shadowproof,nbcnews,7
shadowproof,latimes,4
shadowproof,washingtontimes,1
shadowproof,newyorker,1
shadowproof,pbs,1
shadowproof,detroitnews,1
shadowproof,cbsnews,2
shadowproof,nydailynews,1
shadowproof,elpasotimes,1
shadowproof,foxnews,1
shadowproof,washingtonexaminer,1
shadowproof,dailywire,1
shadowproof,theguardian,10
shadowproof,democracynow,2
shadowproof,nymag,2
shadowproof,talkingpointsmemo,1
shadowproof,baltimoresun,1
shadowproof,pastemagazine,1
shadowproof,delawareonline,1
shadowproof,theatlantic,3
shadowproof,pri,1
shadowproof,counterpunch,1
shadowproof,cbc,1
shadowproof,globalnews,1
shadowproof,realclearpolitics,1
shadowproof,mic,1
shadowproof,aljazeera,2
shadowproof,startribune,2
shadowproof,mondoweiss,1
shadowproof,forward,1
shadowproof,insideclimatenews,1
shadowproof,independent,3
shadowproof,inthesetimes,1
shadowproof,alternet,1
shadowproof,eff,1
shadowproof,thedailybeast,1
shadowproof,washingtonmonthly,1
shadowproof,theweek,1
shadowproof,whitehouse,1
shadowproof,tampabay,1
shadowproof,theglobeandmail,1
shadowproof,colombiareports,1
shadowproof,forbes,1
shadowproof,thinkprogress,1
rstreet,cnn,2
rstreet,time,1
rstreet,spectator,3
rstreet,forbes,2
rstreet,fortune,1
rstreet,latimes,3
rstreet,ocregister,3
rstreet,independent,1
rstreet,theguardian,1
rstreet,tampabay,1
rstreet,realclearpolicy,1
rstreet,vox,1
rstreet,techdirt,1
rstreet,brookings,1
rstreet,washingtonmonthly,1
rstreet,washingtonpost,2
rstreet,pe,1
rstreet,nytimes,6
rstreet,dailysignal,1
rstreet,usatoday,1
rstreet,wsj,1
rstreet,dailynews,1
rstreet,reason,1
rstreet,aljazeera,1
rstreet,theatlantic,1
washingtonmonthly,thinkprogress,6
washingtonmonthly,pennlive,1
washingtonmonthly,nytimes,61
washingtonmonthly,npr,8
washingtonmonthly,nymag,3
washingtonmonthly,fivethirtyeight,5
washingtonmonthly,vanityfair,2
washingtonmonthly,morningconsult,1
washingtonmonthly,nationalreview,6
washingtonmonthly,brookings,7
washingtonmonthly,vox,16
washingtonmonthly,seattletimes,2
washingtonmonthly,cnn,18
washingtonmonthly,wsj,3
washingtonmonthly,theatlantic,17
washingtonmonthly,newyorker,12
washingtonmonthly,slate,1
washingtonmonthly,time,5
washingtonmonthly,washingtonpost,59
washingtonmonthly,fortune,2
washingtonmonthly,nydailynews,5
washingtonmonthly,huffpost,4
washingtonmonthly,bostonglobe,2
washingtonmonthly,insidehighered,2
washingtonmonthly,usatoday,9
washingtonmonthly,latimes,4
washingtonmonthly,bbc,4
washingtonmonthly,forbes,1
washingtonmonthly,nbcnews,2
washingtonmonthly,talkingpointsmemo,4
washingtonmonthly,foxnews,2
washingtonmonthly,ajc,3
washingtonmonthly,indystar,2
washingtonmonthly,forward,1
washingtonmonthly,freebeacon,1
washingtonmonthly,motherjones,1
washingtonmonthly,pbs,3
washingtonmonthly,theintercept,3
washingtonmonthly,thenation,3
washingtonmonthly,thedailybeast,3
washingtonmonthly,americanprogress,1
washingtonmonthly,reason,1
washingtonmonthly,detroitnews,2
washingtonmonthly,washingtonexaminer,3
washingtonmonthly,esquire,1
washingtonmonthly,rollingstone,1
washingtonmonthly,theguardian,4
washingtonmonthly,aol,1
washingtonmonthly,independent,1
washingtonmonthly,hrw,1
washingtonmonthly,cnbc,2
washingtonmonthly,kurdistan24,1
washingtonmonthly,nypost,2
washingtonmonthly,straitstimes,1
washingtonmonthly,whitehouse,1
washingtonmonthly,middleeastmonitor,1
washingtonmonthly,thewire,1
washingtonmonthly,mehrnews,1
washingtonmonthly,aljazeera,2
washingtonmonthly,chicagotribune,1
washingtonmonthly,rewire,1
washingtonmonthly,salon,1
washingtonmonthly,realclearpolitics,2
tampabay,npr,1
globalriskinsights,theguardian,68
globalriskinsights,forbes,12
globalriskinsights,nytimes,48
globalriskinsights,washingtonpost,23
globalriskinsights,brookings,10
globalriskinsights,rt,1
globalriskinsights,themoscowtimes,6
globalriskinsights,telegraph,6
globalriskinsights,bbc,58
globalriskinsights,aljazeera,22
globalriskinsights,rappler,1
globalriskinsights,globalvoices,2
globalriskinsights,militarytimes,2
globalriskinsights,sbs,1
globalriskinsights,usatoday,4
globalriskinsights,straitstimes,5
globalriskinsights,cnbc,10
globalriskinsights,seattletimes,1
globalriskinsights,wsj,11
globalriskinsights,cnn,22
globalriskinsights,zeit,1
globalriskinsights,fortune,3
globalriskinsights,trtworld,2
globalriskinsights,smh,2
globalriskinsights,esquire,1
globalriskinsights,npr,6
globalriskinsights,omaha,1
globalriskinsights,tass,6
globalriskinsights,people,1
globalriskinsights,time,4
globalriskinsights,timeslive,1
globalriskinsights,theatlantic,7
globalriskinsights,spectator,1
globalriskinsights,euobserver,5
globalriskinsights,slate,1
globalriskinsights,independent,14
globalriskinsights,euractiv,7
globalriskinsights,cleantechnica,1
globalriskinsights,greentechmedia,1
globalriskinsights,observer,1
globalriskinsights,neweurope,3
globalriskinsights,nbcnews,1
globalriskinsights,pri,2
globalriskinsights,theweek,3
globalriskinsights,irishtimes,5
globalriskinsights,thetimes,1
globalriskinsights,theverge,1
globalriskinsights,vox,4
globalriskinsights,whitehouse,2
globalriskinsights,africanarguments,1
globalriskinsights,aa,1
globalriskinsights,thenation,1
globalriskinsights,ndtv,1
globalriskinsights,washingtontimes,2
globalriskinsights,alaraby,4
globalriskinsights,middleeastmonitor,2
globalriskinsights,al-monitor,9
globalriskinsights,newstatesman,1
globalriskinsights,express,2
globalriskinsights,huffpost,2
globalriskinsights,newsweek,1
globalriskinsights,dailysabah,1
globalriskinsights,mehrnews,1
globalriskinsights,freedomhouse,3
globalriskinsights,sputniknews,1
globalriskinsights,standard,2
globalriskinsights,sky,2
globalriskinsights,itv,1
globalriskinsights,kurdistan24,1
globalriskinsights,nationalpost,1
globalriskinsights,startribune,1
globalriskinsights,metro,1
globalriskinsights,engadget,1
globalriskinsights,hrw,1
globalriskinsights,breakingdefense,1
globalriskinsights,democracynow,1
breitbartunmasked,thedailybeast,120
breitbartunmasked,counterpunch,120
breitbartunmasked,crooksandliars,120
breitbartunmasked,sandiegofreepress,120
breitbartunmasked,whowhatwhy,120
bizpacreview,foxnews,33
bizpacreview,bbc,3
bizpacreview,cnn,5
bizpacreview,theguardian,3
bizpacreview,nytimes,1
bizpacreview,cbsnews,2
bizpacreview,latimes,1
bizpacreview,dailycaller,28
bizpacreview,fivethirtyeight,1
bizpacreview,washingtonexaminer,9
bizpacreview,al,1
bizpacreview,democratandchronicle,3
bizpacreview,nypost,5
bizpacreview,esquire,2
bizpacreview,time,2
bizpacreview,wsj,3
bizpacreview,usatoday,2
bizpacreview,washingtonpost,5
bizpacreview,thedailybeast,2
bizpacreview,nydailynews,1
bizpacreview,townhall,1
bizpacreview,beliefnet,2
bizpacreview,nbcnews,2
bizpacreview,newsbusters,1
bizpacreview,jns,2
bizpacreview,dailymail,1
eagleactionreport,fee,4
eagleactionreport,foxnews,4
eagleactionreport,theguardian,2
eagleactionreport,americanthinker,8
eagleactionreport,npr,2
eagleactionreport,dailysignal,4
eagleactionreport,dailywire,2
erlc,theguardian,4
erlc,nytimes,10
erlc,dailyherald,4
erlc,nbcnews,4
erlc,bbc,4
erlc,newstatesman,2
erlc,pbs,2
erlc,people,2
erlc,nationalreview,2
erlc,washingtontimes,2
erlc,christianitytoday,10
erlc,washingtonpost,2
erlc,rollingstone,2
erlc,cnn,4
erlc,npr,2
erlc,newsweek,2
erlc,theweek,2
erlc,vox,2
erlc,techcrunch,2
erlc,theverge,2
greensboro,statesmanjournal,1
greensboro,oregonlive,1
counterpunch,theguardian,16
counterpunch,nytimes,14
counterpunch,usatoday,5
counterpunch,thinkprogress,2
counterpunch,fivethirtyeight,2
counterpunch,cnn,11
counterpunch,truthdig,2
counterpunch,opednews,2
counterpunch,nationofchange,6
counterpunch,washingtonpost,19
counterpunch,thenation,11
counterpunch,realclearpolitics,4
counterpunch,vox,4
counterpunch,commoncause,2
counterpunch,sfgate,2
counterpunch,hcn,2
counterpunch,newsone,2
counterpunch,globalnews,2
counterpunch,forbes,2
counterpunch,strategic-culture,2
counterpunch,cnbc,9
counterpunch,theatlantic,2
counterpunch,nbcnews,6
counterpunch,truthout,4
counterpunch,huffpost,10
counterpunch,commondreams,7
counterpunch,newyorker,2
counterpunch,pastemagazine,2
counterpunch,theintercept,5
counterpunch,democracynow,2
counterpunch,pbs,2
counterpunch,monthlyreview,2
counterpunch,thehindubusinessline,2
counterpunch,freep,2
counterpunch,talkingpointsmemo,4
counterpunch,nationalobserver,2
counterpunch,washingtontimes,2
counterpunch,alternet,2
counterpunch,dailymail,2
counterpunch,time,3
counterpunch,esquire,2
counterpunch,cbsnews,2
counterpunch,fee,2
counterpunch,mediaite,2
counterpunch,latimes,7
counterpunch,spectator,2
counterpunch,npr,2
counterpunch,telegraph,4
counterpunch,quadrant,2
counterpunch,pravdareport,2
counterpunch,express,2
counterpunch,mondoweiss,1
counterpunch,observer,1
counterpunch,eff,1
usatoday,cosmopolitan,1
usatoday,latimes,1
usatoday,nj,1
usatoday,ajc,2
usatoday,cnn,2
usatoday,foxnews,1
usatoday,nytimes,4
usatoday,washingtonpost,1
usatoday,whitehouse,1
usatoday,cbsnews,2
usatoday,independent,1
usatoday,cincinnati,1
usatoday,courier-journal,1
usatoday,npr,1
usatoday,azcentral,1
usatoday,theguardian,1
usatoday,freep,2
usatoday,nationalreview,1
usatoday,theatlantic,1
usatoday,iwf,1
usatoday,standard,1
usatoday,express,1
sojo,adl,2
sojo,forbes,6
sojo,newyorker,14
sojo,theatlantic,20
sojo,huffpost,11
sojo,foxnews,2
sojo,elpasotimes,2
sojo,latimes,2
sojo,thetrace,2
sojo,nytimes,32
sojo,motherjones,5
sojo,npr,18
sojo,washingtonpost,33
sojo,pri,2
sojo,mongabay,2
sojo,fortune,2
sojo,christianitytoday,4
sojo,religionnews,13
sojo,baptistnews,2
sojo,vox,16
sojo,hollywoodreporter,2
sojo,nydailynews,2
sojo,cnn,18
sojo,erlc,4
sojo,pbs,6
sojo,thenation,2
sojo,hrw,4
sojo,bbc,6
sojo,tennessean,2
sojo,aljazeera,1
sojo,jsonline,2
sojo,theguardian,6
sojo,nbcnews,2
sojo,christianpost,4
sojo,detroitnews,4
sojo,cbc,2
sojo,independent,2
sojo,thedailybeast,2
sojo,usatoday,3
sojo,rollingstone,2
sojo,jacksonville,2
